season,round,date,name,venue,heat,phase,gate,rider,points,position,rank
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,13,main,,Anders Thomsen,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,13,main,,Max Fricke,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,14,main,,Bartosz Zmarzlik,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,14,main,,Matej Žagar,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,14,main,,Leon Madsen,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,14,main,,Maciej Janowski,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Jason Doyle,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Fredrik Lindgren,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Rafał Karczmarz,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Mikkel Michelsen,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Patryk Dudek,,x,5
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,16,main,,Emil Sajfutdinow,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,16,main,,Artiom Łaguta,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,16,main,,Niels Kristian Iversen,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,16,main,,Antonio Lindbäck,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,17,main,,Maciej Janowski,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,17,main,,Mikkel Michelsen,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,17,main,,Antonio Lindbäck,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,17,main,,Anders Thomsen,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,18,main,,Artiom Łaguta,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,18,main,,Martin Vaculik,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,18,main,,Fredrik Lindgren,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,18,main,,Matej Žagar,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Tai Woffinden,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Bartosz Zmarzlik,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Niels Kristian Iversen,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Wiktor Jasinski,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Patryk Dudek,,x,5
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,20,main,,Leon Madsen,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,20,main,,Jason Doyle,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,20,main,,Emil Sajfutdinow,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,20,main,,Max Fricke,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,21,semi,,Bartosz Zmarzlik,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,21,semi,,Jason Doyle,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,21,semi,,Tai Woffinden,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,21,semi,,Maciej Janowski,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,22,semi,,Leon Madsen,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,22,semi,,Fredrik Lindgren,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,22,semi,,Martin Vaculik,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,22,semi,,Matej Žagar,0,4,4
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,23,final,,Bartosz Zmarzlik,3,1,1
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,23,final,,Jason Doyle,2,2,2
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,23,final,,Fredrik Lindgren,1,3,3
2020,3,2020-09-11,3. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,23,final,,Leon Madsen,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,1,main,,Leon Madsen,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,1,main,,Jason Doyle,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,1,main,,Artiom Łaguta,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,1,main,,Rafał Karczmarz,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,1,main,,Patryk Dudek,,t,5
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,2,main,,Martin Vaculik,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,2,main,,Maciej Janowski,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,2,main,,Emil Sajfutdinow,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,2,main,,Antonio Lindbäck,0,d,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,3,main,,Bartosz Zmarzlik,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,3,main,,Fredrik Lindgren,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,3,main,,Matej Žagar,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,3,main,,Anders Thomsen,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,4,main,,Tai Woffinden,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,4,main,,Max Fricke,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,4,main,,Mikkel Michelsen,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,4,main,,Niels Kristian Iversen,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,5,main,,Bartosz Zmarzlik,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,5,main,,Leon Madsen,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,5,main,,Max Fricke,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,5,main,,Emil Sajfutdinow,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,6,main,,Jason Doyle,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,6,main,,Martin Vaculik,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,6,main,,Anders Thomsen,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,6,main,,Mikkel Michelsen,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,7,main,,Fredrik Lindgren,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,7,main,,Artiom Łaguta,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,7,main,,Niels Kristian Iversen,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,7,main,,Antonio Lindbäck,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,8,main,,Maciej Janowski,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,8,main,,Tai Woffinden,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,8,main,,Matej Žagar,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,8,main,,Patryk Dudek,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,9,main,,Fredrik Lindgren,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,9,main,,Martin Vaculik,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,9,main,,Tai Woffinden,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,9,main,,Leon Madsen,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,10,main,,Emil Sajfutdinow,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,10,main,,Jason Doyle,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,10,main,,Matej Žagar,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,10,main,,Niels Kristian Iversen,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,11,main,,Bartosz Zmarzlik,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,11,main,,Maciej Janowski,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,11,main,,Mikkel Michelsen,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,11,main,,Artiom Łaguta,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,12,main,,Anders Thomsen,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,12,main,,Max Fricke,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,12,main,,Antonio Lindbäck,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,12,main,,Patryk Dudek,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,13,main,,Leon Madsen,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,13,main,,Antonio Lindbäck,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,13,main,,Matej Žagar,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,13,main,,Mikkel Michelsen,0,d,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,14,main,,Jason Doyle,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,14,main,,Fredrik Lindgren,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,14,main,,Max Fricke,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,14,main,,Maciej Janowski,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Emil Sajfutdinow,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Tai Woffinden,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Anders Thomsen,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,15,main,,Artiom Łaguta,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,16,main,,Bartosz Zmarzlik,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,16,main,,Niels Kristian Iversen,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,16,main,,Martin Vaculik,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,16,main,,Patryk Dudek,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,17,main,,Leon Madsen,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,17,main,,Maciej Janowski,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,17,main,,Anders Thomsen,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,17,main,,Niels Kristian Iversen,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,18,main,,Tai Woffinden,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,18,main,,Jason Doyle,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,18,main,,Bartosz Zmarzlik,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,18,main,,Antonio Lindbäck,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Martin Vaculik,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Max Fricke,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Matej Žagar,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,19,main,,Artiom Łaguta,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,20,main,,Emil Sajfutdinow,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,20,main,,Fredrik Lindgren,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,20,main,,Patryk Dudek,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,20,main,,Mikkel Michelsen,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,21,semi,,Emil Sajfutdinow,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,21,semi,,Leon Madsen,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,21,semi,,Bartosz Zmarzlik,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,21,semi,,Tai Woffinden,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,22,semi,,Jason Doyle,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,22,semi,,Fredrik Lindgren,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,22,semi,,Martin Vaculik,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,22,semi,,Maciej Janowski,0,4,4
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,23,final,,Fredrik Lindgren,3,1,1
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,23,final,,Leon Madsen,2,2,2
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,23,final,,Jason Doyle,1,3,3
2020,4,2020-09-12,4. runda Grand Prix w Gorzowie Wlkp.,Gorzowie Wlkp.,23,final,,Emil Sajfutdinow,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,1,main,,Bartosz Zmarzlik,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,1,main,,Mikkel Michelsen,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,1,main,,Eduard Krčmář,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,1,main,,Vaclav Milik,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,1,main,,Tai Woffinden,,t,5
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,2,main,,Patryk Dudek,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,2,main,,Artiom Łaguta,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,2,main,,Matej Žagar,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,2,main,,Emil Sajfutdinow,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,3,main,,Leon Madsen,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,3,main,,Jason Doyle,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,3,main,,Max Fricke,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,3,main,,Antonio Lindbäck,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,4,main,,Maciej Janowski,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,4,main,,Martin Vaculik,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,4,main,,Fredrik Lindgren,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,4,main,,Niels Kristian Iversen,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,5,main,,Mikkel Michelsen,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,5,main,,Max Fricke,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,5,main,,Niels Kristian Iversen,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,5,main,,Emil Sajfutdinow,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,6,main,,Jason Doyle,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,6,main,,Tai Woffinden,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,6,main,,Maciej Janowski,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,6,main,,Matej Žagar,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,7,main,,Fredrik Lindgren,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,7,main,,Patryk Dudek,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,7,main,,Antonio Lindbäck,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,7,main,,Vaclav Milik,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,8,main,,Bartosz Zmarzlik,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,8,main,,Artiom Łaguta,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,8,main,,Martin Vaculik,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,8,main,,Jan Kvěch,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,8,main,,Leon Madsen,,t,5
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,9,main,,Martin Vaculik,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,9,main,,Matej Žagar,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,9,main,,Mikkel Michelsen,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,9,main,,Antonio Lindbäck,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,10,main,,Emil Sajfutdinow,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,10,main,,Tai Woffinden,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,10,main,,Fredrik Lindgren,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,10,main,,Leon Madsen,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,11,main,,Artiom Łaguta,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,11,main,,Max Fricke,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,11,main,,Maciej Janowski,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,11,main,,Vaclav Milik,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,12,main,,Jason Doyle,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,12,main,,Bartosz Zmarzlik,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,12,main,,Niels Kristian Iversen,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,12,main,,Patryk Dudek,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,13,main,,Leon Madsen,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,13,main,,Patryk Dudek,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,13,main,,Maciej Janowski,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,13,main,,Mikkel Michelsen,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,14,main,,Artiom Łaguta,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,14,main,,Tai Woffinden,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,14,main,,Niels Kristian Iversen,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,14,main,,Antonio Lindbäck,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,15,main,,Jason Doyle,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,15,main,,Emil Sajfutdinow,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,15,main,,Martin Vaculik,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,15,main,,Vaclav Milik,0,d,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,16,main,,Fredrik Lindgren,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,16,main,,Max Fricke,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,16,main,,Bartosz Zmarzlik,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,16,main,,Matej Žagar,0,d,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,17,main,,Artiom Łaguta,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,17,main,,Jason Doyle,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,17,main,,Mikkel Michelsen,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,17,main,,Fredrik Lindgren,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,18,main,,Martin Vaculik,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,18,main,,Tai Woffinden,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,18,main,,Max Fricke,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,18,main,,Patryk Dudek,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,19,main,,Leon Madsen,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,19,main,,Niels Kristian Iversen,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,19,main,,Matej Žagar,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,19,main,,Vaclav Milik,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,20,main,,Emil Sajfutdinow,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,20,main,,Bartosz Zmarzlik,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,20,main,,Antonio Lindbäck,1,3,3
